sale_id,associate_id,region,date,product_sold,number_of_units,sale_amount
1006061,67,North India,2019/10/15,Blue-Ray Player,12,60000
1006062,70,Northeast India,2019/04/23,Blue-Ray Player,2,10000
1006063,20,Western India,2019/08/17,Apple IPOD,2,125000
1006064,68,Western India,2020/08/30,LCD TV,3,15000
1006065,78,North India,2020/01/28,Digital Camera,12,300000
1006066,83,South India,2019/08/22,Digital Camera,3,75000
1006067,24,Central India,2019/04/07,Camera,9,171000
1006068,85,Northeast India,2020/03/07,Blue-Ray Player,6,375000
1006069,96,Central India,2019/03/31,LCD Monitor,4,20000
1006070,46,East India,2020/04/22,LCD TV,9,162000
1006071,69,Western India,2020/05/01,Digital Camera,4,88916
1006072,57,East India,2020/05/04,Apple IPAD,9,171000
1006073,41,Western India,2019/02/23,Projector,8,280000
1006074,84,East India,2020/02/07,Apple IPAD,6,150000
1006075,97,Western India,2019/11/07,Camera,6,150000
1006076,72,Central India,2020/10/06,Apple IPAD,3,57000
1006077,17,Northeast India,2019/07/03,Apple IPhone,5,95000
1006078,92,North India,2020/09/25,LCD TV,6,133374
1006079,32,East India,2020/04/20,Apple IPhone,7,126000
1006080,34,Western India,2020/08/12,Apple IPAD,7,133000
1006081,14,South India,2019/12/21,Apple IPAD,10,50000
1006082,29,South India,2020/12/28,Apple IPAD,6,114000
1006083,73,North India,2019/01/05,Blue-Ray Player,2,10000
1006084,93,South India,2020/02/22,Projector,12,60000
1006085,29,East India,2020/11/15,Camera,6,150000
1006086,35,Northeast India,2019/06/23,Blue-Ray Player,10,350000
1006087,28,Northeast India,2020/04/11,Camera,5,25000
1006088,43,East India,2020/02/19,LCD TV,5,95000
1006089,61,East India,2019/03/12,LCD TV,10,190000
1006090,35,Western India,2020/10/08,LCD Monitor,6,30000
1006091,87,South India,2020/09/27,Apple IPhone,8,40000
1006092,72,North India,2019/09/28,Digital Camera,3,57000
1006093,66,East India,2019/09/13,Digital Camera,4,88916
1006094,69,Northeast India,2020/08/18,Apple IPhone,6,314400
1006095,59,Central India,2020/02/16,LCD Monitor,6,108000
1006096,13,East India,2019/09/13,Camera,12,266748
1006097,76,South India,2020/11/17,Apple IPhone,8,419200
1006098,65,Central India,2020/07/19,Camera,10,190000
1006099,22,North India,2020/06/23,Blue-Ray Player,7,245000
1006100,9,East India,2020/07/14,Apple IPhone,2,70000
1006101,62,South India,2019/12/21,Digital Camera,6,375000
1006102,6,Northeast India,2020/12/24,LCD TV,6,375000
1006103,93,South India,2019/01/06,Camera,9,162000
1006104,81,North India,2019/07/23,Apple IPOD,4,209600
1006105,93,South India,2019/09/10,Digital Camera,9,200061
1006106,93,Western India,2019/10/04,Camera,11,576400
1006107,82,Central India,2020/01/28,Digital Camera,1,52400
1006108,80,Northeast India,2019/06/28,Apple IPhone,2,10000
1006109,81,North India,2020/11/03,LCD Monitor,1,5000
1006110,77,Western India,2019/03/13,Camera,9,315000
1006111,44,South India,2019/06/08,Camera,8,40000
1006112,94,North India,2020/01/08,Camera,12,266748
1006113,84,South India,2020/06/30,Apple IPOD,4,100000
1006114,6,North India,2020/07/15,Blue-Ray Player,4,209600
1006115,71,Western India,2020/04/07,Digital Camera,1,5000
1006116,75,South India,2020/05/28,Camera,9,200061
1006117,83,North India,2019/03/20,Projector,3,54000
1006118,56,East India,2019/12/14,Apple IPhone,8,40000
1006119,60,Central India,2019/12/02,LCD TV,1,62500
1006120,37,South India,2020/06/08,Apple IPhone,2,44458
1006121,20,Northeast India,2019/07/20,LCD Monitor,12,628800
1006122,67,East India,2019/04/19,Blue-Ray Player,11,244519
1006123,57,Central India,2020/04/09,Digital Camera,3,54000
1006124,11,Northeast India,2020/06/05,Apple IPhone,7,437500
1006125,72,Central India,2019/09/19,LCD Monitor,11,687500
1006126,51,Central India,2020/10/06,Digital Camera,11,55000
1006127,41,East India,2020/08/25,Digital Camera,4,20000
1006128,30,Central India,2019/10/14,Apple IPOD,3,157200
1006129,79,East India,2020/12/12,Apple IPhone,12,750000
1006130,22,Northeast India,2019/08/30,Projector,12,228000
1006131,21,Western India,2020/07/20,Digital Camera,11,198000
1006132,54,Western India,2020/07/23,Apple IPAD,12,420000
1006133,69,Central India,2019/03/24,LCD Monitor,5,25000
1006134,57,East India,2020/07/11,LCD TV,6,375000
1006135,68,Northeast India,2020/05/08,Camera,2,36000
1006136,56,North India,2019/12/02,LCD Monitor,3,15000
1006137,85,East India,2019/01/08,Apple IPAD,6,30000
1006138,22,South India,2019/07/20,Apple IPAD,3,15000
1006139,88,Western India,2020/10/09,Apple IPAD,3,15000
1006140,98,Northeast India,2020/03/24,LCD TV,6,108000
1006141,72,East India,2019/11/03,Blue-Ray Player,12,216000
1006142,13,Central India,2020/01/05,LCD Monitor,12,628800
1006143,80,Northeast India,2019/09/27,Apple IPOD,9,162000
1006144,23,North India,2020/05/01,LCD TV,11,687500
1006145,98,North India,2019/06/30,Apple IPOD,8,152000
1006146,100,Central India,2020/10/29,Blue-Ray Player,3,15000
1006147,76,South India,2020/01/26,Apple IPOD,9,162000
1006148,13,North India,2019/01/07,Digital Camera,5,95000
1006149,11,North India,2020/05/29,Apple IPAD,2,10000
1006150,17,South India,2020/06/29,Apple IPhone,10,50000
1006151,38,South India,2019/01/11,Projector,4,100000
1006152,12,North India,2019/09/13,Apple IPhone,5,25000
1006153,66,South India,2019/10/09,Apple IPAD,8,40000
1006154,100,East India,2020/04/01,LCD TV,6,133374
1006155,86,East India,2020/03/30,LCD TV,7,155603
1006156,6,Central India,2019/08/18,Digital Camera,6,210000
1006157,91,North India,2020/09/18,LCD Monitor,9,162000
1006158,31,North India,2020/09/06,Apple IPOD,5,25000
1006159,60,East India,2019/02/12,Projector,3,57000
1006160,85,South India,2019/11/25,Blue-Ray Player,12,60000
1006161,49,Central India,2020/04/14,Blue-Ray Player,4,20000
1006162,18,North India,2019/08/05,Apple IPhone,6,133374
1006163,79,South India,2019/02/06,LCD Monitor,5,312500
1006164,74,Northeast India,2020/03/29,Projector,4,250000
1006165,16,North India,2019/11/24,LCD Monitor,7,175000
1006166,61,Central India,2019/09/11,LCD TV,9,562500
1006167,96,Western India,2020/01/05,Digital Camera,11,198000
1006168,41,Central India,2020/07/21,LCD TV,3,157200
1006169,89,Western India,2020/10/09,Digital Camera,6,314400
1006170,1,Western India,2019/10/24,Apple IPAD,8,40000
1006171,33,East India,2019/05/25,Apple IPOD,1,5000
1006172,57,South India,2019/05/09,Projector,2,125000
1006173,19,South India,2020/09/09,LCD Monitor,7,35000
1006174,58,South India,2020/04/24,LCD TV,12,266748
1006175,75,North India,2019/04/18,Camera,8,144000
1006176,83,North India,2020/05/02,Apple IPOD,11,209000
1006177,69,South India,2020/12/21,Apple IPhone,11,576400
1006178,47,Western India,2020/09/18,LCD Monitor,6,30000
1006179,3,North India,2020/07/24,Blue-Ray Player,3,15000
1006180,19,North India,2019/05/23,Camera,1,5000
1006181,83,South India,2020/12/10,Projector,4,209600
1006182,80,Northeast India,2020/04/04,Blue-Ray Player,10,350000
1006183,93,South India,2019/09/29,Digital Camera,9,200061
1006184,66,Central India,2019/04/22,Blue-Ray Player,1,5000
1006185,46,Central India,2019/08/22,Digital Camera,3,105000
1006186,83,South India,2020/01/07,LCD TV,2,36000
1006187,76,Northeast India,2020/04/01,Digital Camera,7,366800
1006188,27,Western India,2020/12/10,Apple IPhone,8,200000
1006189,65,Northeast India,2019/01/07,LCD Monitor,5,312500
1006190,40,Northeast India,2019/02/13,Apple IPAD,8,152000
1006191,51,Central India,2020/04/26,Camera,9,45000
1006192,1,Central India,2019/04/20,LCD Monitor,8,177832
1006193,52,Northeast India,2020/12/07,Apple IPAD,2,10000
1006194,31,Western India,2020/02/09,Digital Camera,9,315000
1006195,5,South India,2020/12/09,Blue-Ray Player,9,562500
1006196,30,Central India,2019/02/13,LCD Monitor,2,70000
1006197,10,East India,2020/05/30,Apple IPhone,9,171000
1006198,17,South India,2019/05/14,Blue-Ray Player,10,190000
1006199,19,East India,2019/06/09,Apple IPhone,8,200000
1006200,77,Northeast India,2020/03/17,Apple IPAD,7,35000
1006201,25,Western India,2019/11/25,Projector,11,244519
1006202,37,North India,2019/09/04,Digital Camera,9,200061
1006203,43,Northeast India,2019/07/07,Digital Camera,11,385000
1006204,97,Northeast India,2019/11/14,Digital Camera,1,25000
1006205,55,Western India,2020/02/16,LCD TV,3,15000
1006206,54,Northeast India,2020/03/10,LCD TV,8,144000
1006207,15,Western India,2020/07/28,Digital Camera,5,125000
1006208,4,Western India,2019/01/25,Apple IPAD,3,66687
1006209,86,North India,2020/08/18,Projector,3,15000
1006210,74,Western India,2020/09/22,Camera,7,366800
1006211,39,South India,2019/04/22,LCD TV,11,687500
1006212,96,East India,2020/07/06,Projector,1,25000
1006213,63,East India,2019/04/23,Apple IPOD,6,150000
1006214,57,South India,2020/11/14,Apple IPOD,5,95000
1006215,74,East India,2019/05/16,Blue-Ray Player,5,262000
1006216,86,North India,2019/10/20,LCD Monitor,1,35000
1006217,37,Western India,2019/02/25,Blue-Ray Player,11,576400
1006218,93,Northeast India,2019/05/17,LCD Monitor,2,125000
1006219,54,Western India,2019/05/06,Apple IPhone,8,177832
1006220,91,South India,2019/11/15,Apple IPAD,2,50000
1006221,53,East India,2019/05/07,Blue-Ray Player,3,15000
1006222,19,South India,2019/11/08,Camera,4,140000
1006223,10,Central India,2019/03/27,Digital Camera,12,750000
1006224,74,Central India,2019/01/17,Projector,11,576400
1006225,27,East India,2020/08/01,Camera,7,245000
1006226,8,North India,2019/01/18,Projector,8,144000
1006227,91,Western India,2020/11/09,Camera,10,524000
1006228,73,North India,2020/06/09,Blue-Ray Player,11,385000
1006229,36,Western India,2019/08/07,LCD Monitor,11,576400
1006230,95,Central India,2020/02/05,Digital Camera,1,19000
1006231,80,East India,2020/06/07,Digital Camera,9,315000
1006232,16,Northeast India,2020/02/13,LCD Monitor,3,57000
1006233,70,North India,2019/06/18,Projector,12,228000
1006234,47,East India,2020/08/12,Apple IPOD,1,52400
1006235,48,Central India,2019/10/26,Camera,1,5000
1006236,37,North India,2020/06/21,Camera,11,385000
1006237,76,South India,2019/03/15,Apple IPAD,7,35000
1006238,26,Western India,2020/03/24,Blue-Ray Player,9,171000
1006239,14,East India,2020/07/05,Apple IPOD,2,104800
1006240,97,East India,2019/04/22,Projector,11,275000
1006241,23,North India,2019/05/05,LCD TV,5,175000
1006242,57,Central India,2020/07/01,LCD Monitor,5,25000
1006243,74,South India,2019/02/15,LCD TV,3,187500
1006244,8,Western India,2019/02/22,LCD TV,6,114000
1006245,91,East India,2020/04/16,Apple IPOD,6,133374
1006246,37,South India,2019/12/15,LCD Monitor,2,104800
1006247,60,Northeast India,2020/09/20,LCD TV,9,562500
1006248,21,Western India,2020/02/21,Apple IPAD,6,150000
1006249,90,South India,2020/04/27,Camera,1,62500
1006250,58,Western India,2019/12/23,Projector,5,125000
1006251,51,Western India,2020/09/28,Projector,5,25000
1006252,31,South India,2019/11/14,Apple IPOD,6,108000
1006253,46,Central India,2019/01/01,Apple IPOD,3,54000
1006254,69,Western India,2019/06/04,Projector,4,20000
1006255,94,North India,2019/05/24,LCD Monitor,4,209600
1006256,72,South India,2020/12/19,LCD TV,11,55000
1006257,14,South India,2019/03/27,Projector,5,262000
1006258,39,South India,2020/07/05,Apple IPAD,6,375000
1006259,49,South India,2020/06/07,Digital Camera,4,76000
1006260,83,Northeast India,2019/12/01,LCD TV,3,15000
1006261,85,East India,2019/05/05,Digital Camera,3,75000
1006262,19,Western India,2020/02/19,LCD Monitor,3,75000
1006263,76,South India,2019/10/25,LCD Monitor,2,38000
1006264,61,Western India,2020/12/19,Blue-Ray Player,7,35000
1006265,22,North India,2019/02/08,LCD Monitor,2,38000
1006266,93,Central India,2019/07/07,Apple IPAD,9,471600
1006267,79,Western India,2019/07/19,Apple IPOD,12,628800
1006268,60,East India,2020/12/09,Blue-Ray Player,7,126000
1006269,69,East India,2019/12/05,Digital Camera,7,126000
1006270,60,Western India,2019/10/02,Camera,11,576400
1006271,27,South India,2020/06/24,Apple IPOD,6,30000
1006272,22,South India,2020/12/17,LCD TV,7,126000
1006273,87,North India,2019/02/06,Apple IPOD,4,140000
1006274,24,South India,2020/04/21,Apple IPOD,4,100000
1006275,23,Northeast India,2020/08/31,LCD Monitor,6,133374
1006276,65,North India,2019/10/11,Camera,9,471600
1006277,29,Central India,2019/02/06,Digital Camera,2,125000
1006278,92,Western India,2020/12/11,LCD TV,4,20000
1006279,19,Central India,2019/11/12,Apple IPOD,10,524000
1006280,92,Northeast India,2020/06/20,LCD Monitor,4,250000
1006281,51,South India,2019/10/05,LCD Monitor,8,200000
1006282,29,East India,2019/09/05,Blue-Ray Player,3,15000
1006283,73,East India,2020/01/09,Camera,6,314400
1006284,11,Central India,2020/03/28,Camera,10,222290
1006285,78,East India,2019/08/21,Digital Camera,12,420000
1006286,63,Northeast India,2020/12/18,LCD TV,8,152000
1006287,20,North India,2019/11/05,Projector,1,25000
1006288,15,Western India,2020/11/14,LCD TV,3,57000
1006289,11,Western India,2019/04/02,LCD TV,7,133000
1006290,65,Western India,2020/09/23,Apple IPOD,9,225000
1006291,29,Central India,2019/06/08,Blue-Ray Player,11,576400
1006292,37,Central India,2020/09/06,Blue-Ray Player,2,50000
1006293,59,Central India,2020/02/19,Apple IPhone,5,90000
1006294,99,Central India,2020/08/17,Digital Camera,4,88916
1006295,57,Central India,2020/05/12,Apple IPhone,9,200061
1006296,89,Northeast India,2020/03/02,Digital Camera,7,437500
1006297,29,Western India,2020/01/10,Apple IPAD,11,576400
1006298,93,East India,2020/04/04,Digital Camera,1,18000
1006299,99,Northeast India,2019/04/16,Apple IPhone,11,687500
1006300,7,North India,2019/08/01,LCD Monitor,1,25000
1006301,11,North India,2019/09/25,Digital Camera,5,125000
1006302,42,East India,2020/01/01,Digital Camera,7,175000
1006303,74,Northeast India,2020/06/15,Apple IPhone,6,108000
1006304,1,East India,2020/10/28,Apple IPhone,3,57000
1006305,15,South India,2020/07/28,Apple IPAD,9,225000
1006306,52,North India,2020/11/06,Camera,8,280000
1006307,91,Western India,2020/12/13,Digital Camera,10,524000
1006308,1,South India,2020/06/16,Blue-Ray Player,5,262000
1006309,1,North India,2019/06/02,Apple IPOD,9,562500
1006310,75,Central India,2019/07/18,Digital Camera,2,44458
1006311,11,East India,2019/05/07,Apple IPhone,10,625000
1006312,95,North India,2020/01/19,LCD Monitor,5,262000
1006313,16,South India,2020/01/03,Apple IPAD,3,57000
1006314,88,Central India,2019/09/29,LCD Monitor,5,111145
1006315,16,Northeast India,2020/05/21,Projector,10,222290
1006316,99,North India,2020/08/20,Apple IPAD,1,35000
1006317,76,North India,2019/03/27,Apple IPOD,11,55000
1006318,49,South India,2020/12/03,LCD TV,2,70000
1006319,87,North India,2020/03/10,Apple IPhone,8,280000
1006320,2,North India,2020/04/12,Apple IPhone,2,44458
1006321,25,Northeast India,2020/07/04,Apple IPhone,8,40000
1006322,90,Central India,2019/08/10,Projector,5,111145
1006323,26,Central India,2019/07/01,Camera,12,750000
1006324,94,Central India,2020/05/05,Camera,4,88916
1006325,63,Western India,2020/02/23,Digital Camera,2,104800
1006326,81,Central India,2020/08/06,LCD TV,12,266748
1006327,87,South India,2019/09/03,Camera,5,90000
1006328,92,Northeast India,2020/01/16,Camera,7,437500
1006329,98,Northeast India,2019/10/12,Camera,7,437500
1006330,58,South India,2019/01/14,Camera,12,300000
1006331,49,South India,2020/02/01,Apple IPAD,12,60000
1006332,96,Western India,2020/06/09,Digital Camera,2,10000
1006333,62,Northeast India,2020/08/19,Camera,6,314400
1006334,59,East India,2020/09/06,LCD TV,8,419200
1006335,42,Western India,2019/09/10,Digital Camera,2,10000
1006336,81,South India,2020/07/21,Camera,10,350000
1006337,87,North India,2020/10/22,Camera,3,157200
1006338,65,North India,2019/02/26,Apple IPAD,2,125000
1006339,36,Western India,2020/02/02,Projector,12,628800
1006340,41,Western India,2020/01/14,LCD TV,2,44458
1006341,41,Northeast India,2019/01/16,Camera,5,95000
1006342,68,North India,2019/03/31,Projector,6,375000
1006343,67,Northeast India,2019/07/22,Camera,12,420000
1006344,32,Northeast India,2020/02/15,LCD Monitor,2,70000
1006345,36,North India,2019/08/31,Blue-Ray Player,11,275000
1006346,42,South India,2020/01/25,Apple IPOD,8,419200
1006347,70,East India,2020/05/20,Camera,6,314400
1006348,34,North India,2019/05/10,Camera,6,108000
1006349,34,Northeast India,2020/07/28,Apple IPAD,5,125000
1006350,46,Western India,2020/04/09,Camera,2,104800
1006351,59,East India,2020/07/03,LCD Monitor,6,108000
1006352,22,Western India,2020/01/29,Digital Camera,9,162000
1006353,60,Northeast India,2019/02/28,Apple IPAD,3,54000
1006354,28,East India,2020/02/26,LCD TV,6,108000
1006355,59,Northeast India,2019/01/24,Blue-Ray Player,11,55000
1006356,26,North India,2020/05/24,Digital Camera,7,366800
1006357,23,Northeast India,2019/07/28,Digital Camera,11,687500
1006358,10,Central India,2020/10/20,Camera,2,10000
1006359,36,Northeast India,2020/08/30,Blue-Ray Player,9,315000
1006360,66,North India,2019/01/19,Projector,4,140000
1006361,7,South India,2019/02/18,Digital Camera,8,40000
1006362,15,Central India,2019/04/06,LCD TV,10,190000
1006363,71,East India,2019/11/07,LCD Monitor,5,111145
1006364,89,North India,2020/03/10,Camera,7,437500
1006365,57,East India,2019/12/27,Apple IPhone,12,750000
1006366,24,East India,2019/05/25,Camera,12,228000
1006367,54,Central India,2020/11/02,Projector,2,38000
1006368,87,South India,2019/01/02,Blue-Ray Player,7,35000
1006369,49,South India,2020/09/08,LCD Monitor,8,419200
1006370,7,South India,2019/05/19,Apple IPhone,5,312500
1006371,39,Northeast India,2020/03/24,LCD TV,1,62500
1006372,97,East India,2019/10/10,LCD TV,12,750000
1006373,57,North India,2019/10/14,Apple IPhone,5,90000
1006374,5,East India,2019/11/01,Apple IPAD,6,108000
1006375,40,Central India,2019/04/18,Apple IPAD,9,315000
1006376,33,Western India,2020/02/05,Apple IPOD,11,275000
1006377,44,North India,2019/11/24,Camera,11,198000
1006378,24,North India,2020/09/28,Apple IPAD,4,100000
1006379,53,Western India,2020/02/15,LCD Monitor,3,57000
1006380,73,North India,2020/12/08,LCD TV,3,15000
1006381,15,North India,2020/01/24,LCD Monitor,2,104800
1006382,86,Northeast India,2019/04/11,LCD TV,12,216000
1006383,14,East India,2019/06/30,Apple IPAD,3,15000
1006384,5,Northeast India,2020/04/22,Digital Camera,8,144000
1006385,46,Western India,2019/08/05,Digital Camera,11,198000
1006386,25,East India,2020/02/06,Projector,3,157200
1006387,70,Northeast India,2020/07/04,Blue-Ray Player,3,187500
1006388,69,North India,2019/06/28,Camera,6,30000
1006389,4,Central India,2020/02/28,Projector,2,10000
1006390,73,Central India,2020/04/08,LCD TV,7,175000
1006391,52,Central India,2019/12/31,Apple IPhone,10,625000
1006392,49,Central India,2019/04/29,Apple IPhone,4,209600
1006393,68,Northeast India,2020/06/17,Apple IPhone,6,210000
1006394,35,Northeast India,2019/02/23,Digital Camera,3,187500
1006395,16,Central India,2020/02/15,LCD Monitor,12,750000
1006396,26,South India,2020/03/19,Apple IPOD,7,245000
1006397,40,Northeast India,2019/12/30,Apple IPhone,7,437500
1006398,77,North India,2020/09/29,Apple IPAD,5,95000
1006399,26,South India,2019/04/05,Apple IPhone,11,275000
1006400,24,South India,2020/07/11,Digital Camera,7,133000
1006401,52,Central India,2020/05/26,Digital Camera,8,144000
1006402,67,Western India,2020/08/25,Apple IPAD,4,20000
1006403,44,South India,2020/02/15,Digital Camera,9,45000
1006404,9,East India,2020/03/04,Camera,7,437500
1006405,92,Central India,2020/06/28,Digital Camera,7,126000
1006406,7,Northeast India,2020/02/20,LCD Monitor,6,375000
1006407,34,East India,2019/10/02,LCD Monitor,3,75000
1006408,69,Northeast India,2019/07/31,LCD TV,7,175000
1006409,53,Western India,2019/04/17,Apple IPOD,3,187500
1006410,42,Western India,2019/12/28,LCD TV,4,20000
1006411,100,South India,2019/06/20,LCD Monitor,9,471600
1006412,92,Central India,2019/04/27,Camera,1,19000
1006413,26,South India,2020/11/03,Digital Camera,4,209600
1006414,27,Western India,2019/02/04,LCD Monitor,1,25000
1006415,90,Northeast India,2020/10/16,Digital Camera,8,177832
1006416,57,Western India,2019/03/10,Apple IPhone,2,38000
1006417,61,South India,2020/04/20,Projector,7,133000
1006418,74,Western India,2020/10/08,LCD TV,12,60000
1006419,44,North India,2019/07/07,Blue-Ray Player,3,15000
1006420,36,South India,2019/01/31,Blue-Ray Player,12,60000
1006421,62,South India,2019/02/11,Digital Camera,1,25000
1006422,79,Central India,2020/01/29,Projector,7,133000
1006423,79,Northeast India,2019/04/21,Apple IPhone,7,133000
1006424,58,North India,2019/07/16,Apple IPAD,12,628800
1006425,50,Central India,2020/03/12,Camera,4,209600
1006426,40,Western India,2020/02/18,Camera,3,157200
1006427,94,Northeast India,2019/11/03,LCD Monitor,9,45000
1006428,11,North India,2019/12/08,Apple IPOD,3,75000
1006429,44,South India,2019/02/15,LCD Monitor,2,70000
1006430,79,East India,2019/11/08,Apple IPAD,7,155603
1006431,57,South India,2020/11/24,Blue-Ray Player,11,687500
1006432,71,South India,2019/07/03,Camera,8,419200
1006433,70,Northeast India,2019/04/01,Apple IPhone,11,244519
1006434,90,North India,2020/10/25,Apple IPOD,5,25000
1006435,59,North India,2019/12/07,Digital Camera,11,385000
1006436,81,North India,2020/11/27,Blue-Ray Player,1,62500
1006437,91,Western India,2019/12/11,Digital Camera,2,70000
1006438,62,East India,2020/04/11,Apple IPhone,10,50000
1006439,98,Western India,2019/10/19,Apple IPAD,6,150000
1006440,98,East India,2020/05/11,Camera,3,105000
1006441,73,Western India,2019/03/13,Digital Camera,12,266748
1006442,81,Northeast India,2020/08/25,Apple IPAD,6,210000
1006443,52,East India,2019/03/13,LCD Monitor,2,36000
1006444,98,South India,2019/11/30,Apple IPOD,6,375000
1006445,1,Western India,2020/10/15,Apple IPAD,7,175000
1006446,21,Northeast India,2020/09/08,Apple IPOD,11,244519
1006447,17,North India,2019/06/03,Projector,6,314400
1006448,43,East India,2019/03/09,Camera,5,111145
1006449,44,Central India,2020/10/30,Blue-Ray Player,4,140000
1006450,73,Central India,2019/01/10,Apple IPhone,10,50000
1006451,82,Western India,2020/01/16,Camera,7,155603
1006452,45,Western India,2020/02/03,LCD Monitor,6,150000
1006453,80,Western India,2020/06/05,Digital Camera,6,133374
1006454,67,East India,2020/06/06,Apple IPOD,2,36000
1006455,35,North India,2020/09/30,Apple IPhone,2,50000
1006456,50,North India,2020/06/02,Projector,6,114000
1006457,19,Northeast India,2019/02/16,LCD TV,2,70000
1006458,69,Central India,2020/07/14,LCD TV,11,385000
1006459,91,Western India,2019/01/09,LCD TV,5,312500
1006460,92,South India,2020/10/29,LCD Monitor,6,30000
1006461,23,Northeast India,2020/04/23,LCD Monitor,11,385000
1006462,65,North India,2019/06/28,Apple IPAD,10,190000
1006463,79,Northeast India,2019/04/05,Apple IPhone,10,50000
1006464,72,East India,2020/06/25,Camera,11,55000
1006465,90,North India,2019/10/30,Blue-Ray Player,12,60000
1006466,76,Central India,2019/06/06,Apple IPOD,7,366800
1006467,63,South India,2020/11/07,Blue-Ray Player,12,216000
1006468,26,South India,2020/02/26,LCD Monitor,4,72000
1006469,100,East India,2019/11/12,Blue-Ray Player,10,180000
1006470,37,Western India,2019/08/08,LCD Monitor,1,5000
1006471,70,North India,2019/05/19,LCD TV,12,216000
1006472,6,Central India,2019/02/11,Digital Camera,3,187500
1006473,94,Northeast India,2019/03/01,LCD TV,3,75000
1006474,93,Northeast India,2019/12/04,Camera,5,175000
1006475,33,South India,2020/04/11,Apple IPhone,1,18000
1006476,56,Central India,2019/01/18,LCD TV,9,162000
1006477,99,Northeast India,2019/02/26,Apple IPAD,9,45000
1006478,77,Central India,2019/12/05,Blue-Ray Player,12,300000
1006479,78,East India,2020/03/14,LCD Monitor,8,40000
1006480,49,Western India,2020/12/16,LCD Monitor,9,562500
1006481,10,Western India,2019/01/10,Apple IPhone,9,200061
1006482,57,South India,2020/08/07,Digital Camera,5,111145
1006483,80,East India,2020/11/23,Apple IPOD,10,222290
1006484,89,Western India,2020/03/06,Apple IPOD,6,150000
1006485,100,East India,2020/09/06,LCD TV,12,60000
1006486,1,Western India,2020/01/22,Apple IPOD,7,35000
1006487,60,North India,2019/08/04,Apple IPhone,9,562500
1006488,98,Western India,2020/08/10,Digital Camera,11,275000
1006489,41,East India,2020/10/06,Projector,10,50000
1006490,97,East India,2019/10/31,Apple IPOD,5,95000
1006491,55,North India,2020/12/11,Apple IPOD,6,133374
1006492,21,East India,2019/08/19,Apple IPhone,6,30000
1006493,50,South India,2019/03/07,Apple IPAD,7,175000
1006494,89,North India,2020/06/14,Projector,5,312500
1006495,86,Northeast India,2020/03/03,Apple IPOD,6,114000
1006496,33,East India,2019/06/16,Blue-Ray Player,2,70000
1006497,55,North India,2020/02/26,Projector,5,111145
1006498,51,East India,2020/02/05,Camera,5,25000
1006499,37,Northeast India,2019/05/24,Blue-Ray Player,8,144000
1006500,54,North India,2020/08/22,Digital Camera,4,76000
1006501,24,North India,2020/06/15,Apple IPhone,6,150000
1006502,20,North India,2019/07/14,Apple IPOD,9,315000
1006503,64,South India,2019/01/18,LCD Monitor,10,222290
1006504,8,Northeast India,2019/02/20,LCD TV,4,250000
1006505,8,East India,2019/03/14,Apple IPhone,10,625000
1006506,27,Western India,2020/01/26,LCD Monitor,11,55000
1006507,72,South India,2019/01/04,Digital Camera,10,50000
1006508,42,Northeast India,2020/07/07,LCD TV,12,266748
1006509,59,North India,2019/02/02,Blue-Ray Player,3,15000
1006510,23,East India,2020/03/22,Apple IPhone,1,62500
1006511,24,Western India,2020/04/04,Apple IPhone,12,60000
1006512,14,East India,2019/06/30,Digital Camera,1,62500
1006513,24,North India,2020/10/27,Digital Camera,7,155603
1006514,29,North India,2019/09/27,LCD TV,6,133374
1006515,58,East India,2019/06/17,Blue-Ray Player,11,687500
1006516,10,East India,2019/04/09,Apple IPAD,6,114000
1006517,98,North India,2019/09/19,Apple IPAD,11,55000
1006518,99,North India,2020/03/11,LCD Monitor,2,36000
1006519,39,Central India,2020/03/29,Projector,9,562500
1006520,42,South India,2019/11/26,Camera,12,628800
1006521,95,South India,2019/12/21,Apple IPOD,9,45000
1006522,80,Northeast India,2019/06/04,Apple IPOD,2,36000
1006523,82,Central India,2019/04/25,Camera,8,280000
1006524,1,South India,2019/05/02,LCD Monitor,5,90000
1006525,24,Western India,2019/09/04,Apple IPAD,9,471600
1006526,95,East India,2019/08/16,LCD TV,12,628800
1006527,57,Western India,2019/11/06,LCD TV,2,104800
1006528,33,South India,2019/09/17,Blue-Ray Player,4,20000
1006529,98,Northeast India,2020/01/09,LCD TV,9,225000
1006530,62,East India,2020/04/17,LCD TV,9,45000
1006531,52,Western India,2019/05/30,Projector,1,18000
1006532,29,South India,2019/03/22,Blue-Ray Player,2,38000
1006533,84,Northeast India,2020/05/22,Blue-Ray Player,8,280000
1006534,80,Western India,2019/07/16,LCD Monitor,4,100000
1006535,17,Central India,2020/12/03,Apple IPAD,7,437500
1006536,100,South India,2019/03/22,LCD TV,6,133374
1006537,20,Central India,2019/11/26,Apple IPOD,3,157200
1006538,81,Northeast India,2020/09/29,Digital Camera,5,175000
1006539,32,South India,2019/07/19,Apple IPhone,10,190000
1006540,29,Central India,2020/01/24,Projector,9,45000
1006541,3,Northeast India,2020/04/20,Camera,1,18000
1006542,95,Western India,2020/06/06,LCD Monitor,6,108000
1006543,78,Western India,2019/06/07,Projector,8,152000
1006544,59,Central India,2020/06/03,Projector,6,30000
1006545,11,East India,2020/07/02,Digital Camera,8,144000
